! ------------ AirfoilInfo v1.00.x Input File ----------------------------------.
! Airfoil properties to be used with AeroDyn v15
! Generated from ...
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
"DEFAULT"     InterpOrd     ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1.0           NonDimArea    ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0             NumCoords     ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
1             NumTabs       ! Number of airfoil tables in this file. Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
0.75          Re            ! Reynolds number in millions
0             Ctrl          ! Control setting (must be 0 for current AirfoilInfo)
True          InclUAdata    ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
3.396         alpha0        ! 0-lift angle of attack, depends on airfoil.
13.9993       alpha1        ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-8.9994       alpha2        ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1             eta_e         ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True.
6.217         C_nalpha      ! Slope of the 2D normal force coefficient curve. (1/rad)
default       T_f0          ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
default       T_V0          ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. Default value= 6.
default       T_p           ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. Default =1.7.
default       T_VL          ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = [6; 13]; default value= 11]
default       b1            ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils.
default       b2            ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils.
default       b5            ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 5]
default       A1            ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils.
default       A2            ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils.
default       A5            ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0             S1            ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1;by definition it depends on the airfoil. [ignored if UAMod<>1]
0             S2            ! Constant in the f curve best-fit for AOA>alpha1;by definition it depends on the airfoil. [ignored if UAMod<>1]
0             S3            ! Constant in the f curve best-fit for alpha2<=AOA<alpha0;by definition it depends on the airfoil. [ignored if UAMod<>1]
0             S4            ! Constant in the f curve best-fit for AOA<alpha2;by definition it depends on the airfoil. [ignored if UAMod<>1]
1.0335        Cn1           ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.134        Cn2           ! As Cn1 for negative AOAs.
default       St_sh         ! Strouhal's shedding frequency constant. [default = 0.19]
0.0077        Cd0           ! 2D drag coefficient value at 0-lift.
0.0412        Cm0           ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0             k0            ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25). [ignored if UAMod<>1]
0             k1            ! Constant in the \hat(x)_cp curve best-fit. [ignored if UAMod<>1]
0             k2            ! Constant in the \hat(x)_cp curve best-fit. [ignored if UAMod<>1]
0             k3            ! Constant in the \hat(x)_cp curve best-fit. [ignored if UAMod<>1]
0             k1_hat        ! Constant in the expression of Cc due to leading edge vortex effects. [ignored if UAMod<>1]
default       x_cp_bar      ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
default       UACutout      ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
default       filtCutOff    ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
132           NumAlf        ! Number of data lines in the following table
! Alpha           Cl              Cd              Cm             
! (deg)           (-)             (-)             (-)            
-1.80000000e+02	 0.00000000e+00	 1.00000000e-03	 0.00000000e+00
-1.78214290e+02	 4.92700000e-02	 1.00000000e-03	 7.14300000e-02
-1.76428570e+02	 9.85500000e-02	 1.00000000e-03	 1.42860000e-01
-1.74642860e+02	 1.47820000e-01	 1.00000000e-03	 2.14290000e-01
-1.72857140e+02	 1.97100000e-01	 1.00000000e-03	 2.85710000e-01
-1.71071430e+02	 2.46370000e-01	 1.00000000e-03	 3.57140000e-01
-1.69285710e+02	 2.95650000e-01	 1.00000000e-03	 3.86740000e-01
-1.67500000e+02	 3.44920000e-01	 1.00000000e-03	 3.53600000e-01
-1.65714290e+02	 3.94200000e-01	 1.00000000e-03	 3.20460000e-01
-1.63928570e+02	 4.43470000e-01	 1.00000000e-03	 2.87320000e-01
-1.62142860e+02	 4.92750000e-01	 1.00000000e-03	 2.54180000e-01
-1.60357140e+02	 5.42020000e-01	 1.00000000e-03	 2.21040000e-01
-1.58571430e+02	 5.91290000e-01	 2.23200000e-02	 2.17580000e-01
-1.56785710e+02	 6.40570000e-01	 5.74300000e-02	 2.21550000e-01
-1.55000000e+02	 6.89840000e-01	 9.47200000e-02	 2.25510000e-01
-1.50357140e+02	 6.77410000e-01	 2.00840000e-01	 2.35820000e-01
-1.45714290e+02	 6.68080000e-01	 3.18100000e-01	 2.39680000e-01
-1.41071430e+02	 6.55800000e-01	 4.43580000e-01	 2.43000000e-01
-1.36428570e+02	 6.37070000e-01	 5.74160000e-01	 2.53300000e-01
-1.31785710e+02	 6.09840000e-01	 7.06640000e-01	 2.65690000e-01
-1.27142860e+02	 5.73070000e-01	 8.37750000e-01	 2.79240000e-01
-1.22500000e+02	 5.26480000e-01	 9.64290000e-01	 2.93510000e-01
-1.17857140e+02	 4.70330000e-01	 1.08320000e+00	 3.06570000e-01
-1.13214290e+02	 4.05390000e-01	 1.19162000e+00	 3.18220000e-01
-1.08571430e+02	 3.32840000e-01	 1.28699000e+00	 3.28050000e-01
-1.03928570e+02	 2.54150000e-01	 1.36709000e+00	 3.33800000e-01
-9.92857100e+01	 1.71110000e-01	 1.43011000e+00	 3.38320000e-01
-9.46428600e+01	 8.56900000e-02	 1.47470000e+00	 3.36080000e-01
-9.00000000e+01	 0.00000000e+00	 1.50000000e+00	 3.33840000e-01
-8.53571400e+01	-8.56900000e-02	 1.47470000e+00	 3.15520000e-01
-8.07142900e+01	-1.71110000e-01	 1.43011000e+00	 2.97200000e-01
-7.60714300e+01	-2.54150000e-01	 1.36709000e+00	 2.74210000e-01
-7.14285700e+01	-3.32840000e-01	 1.28699000e+00	 2.50360000e-01
-6.67857100e+01	-4.05390000e-01	 1.19162000e+00	 2.24630000e-01
-6.21428600e+01	-4.70330000e-01	 1.08320000e+00	 1.98070000e-01
-5.75000000e+01	-5.26480000e-01	 9.64290000e-01	 1.71520000e-01
-5.28571400e+01	-5.73070000e-01	 8.37750000e-01	 1.44980000e-01
-4.82142900e+01	-6.09840000e-01	 7.06640000e-01	 1.19190000e-01
-4.35714300e+01	-6.37070000e-01	 5.74160000e-01	 9.46000000e-02
-3.89285700e+01	-6.55800000e-01	 4.43580000e-01	 7.04200000e-02
-3.42857100e+01	-6.68080000e-01	 3.18100000e-01	 4.76000000e-02
-2.96428600e+01	-6.77410000e-01	 2.00840000e-01	 2.43800000e-02
-2.50000000e+01	-6.89840000e-01	 9.47200000e-02	-3.73000000e-03
-2.38571400e+01	-7.22390000e-01	 8.91600000e-02	-1.06500000e-02
-2.27142900e+01	-7.54930000e-01	 8.36000000e-02	-1.75700000e-02
-2.15714300e+01	-7.87470000e-01	 7.80300000e-02	-2.44900000e-02
-2.04285700e+01	-8.20010000e-01	 7.24700000e-02	-3.14200000e-02
-1.92857100e+01	-8.52560000e-01	 6.69100000e-02	-5.40500000e-02
-1.81428600e+01	-8.85100000e-01	 6.13500000e-02	-8.61200000e-02
-1.70000000e+01	-9.17640000e-01	 5.57900000e-02	-1.18190000e-01
-1.58571400e+01	-9.50180000e-01	 5.02300000e-02	-1.50250000e-01
-1.47142900e+01	-9.82720000e-01	 4.46700000e-02	-1.82320000e-01
-1.35714300e+01	-1.01527000e+00	 3.91100000e-02	-2.14390000e-01
-1.24285700e+01	-1.04781000e+00	 3.35500000e-02	-2.46450000e-01
-1.12857100e+01	-1.08035000e+00	 2.79900000e-02	-2.78520000e-01
-9.00000000e+00	-1.14544000e+00	 1.68600000e-02	 1.01000000e-02
-8.00000000e+00	-1.08718000e+00	 1.63800000e-02	 1.59000000e-02
-7.00000000e+00	-1.02108000e+00	 1.58900000e-02	 2.14000000e-02
-6.00000000e+00	-9.50600000e-01	 1.52000000e-02	 2.68000000e-02
