! ------------ AirfoilInfo v1.00.x Input File ----------------------------------.
! Airfoil properties to be used with AeroDyn v15
! Generated from xfoil2AD which runs xfoil for different ctrl values (i.e. flap deflections) and outputs this AD file with multiple tables
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
"DEFAULT"                InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1.0                      NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0                        NumCoords   ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
3                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
9.800000                 Re          ! Reynolds number in millions
-12.000000               Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
1.780090                 alpha0      ! 0-lift angle of attack, depends on airfoil.
16.133492                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-9.956059                alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1                        eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
6.639389                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0                        S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0                        S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0                        S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0                        S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.503661                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.155178                Cn2         ! As Cn1 for negative AOAs.
default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.004551                 Cd0         ! 2D drag coefficient value at 0-lift.
0.009596                 Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0                        k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0                        k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0                        k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0                        k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0                        k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
163                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  0.00000000000000e+00  1.00000000000000e-03  0.00000000000000e+00
-1.78214285714286e+02  7.92996720457802e-02  1.00000000000000e-03  7.14285714285711e-02
-1.76428571428571e+02  1.58599344091560e-01  1.00000000000000e-03  1.42857142857142e-01
-1.74642857142857e+02  2.37899016137342e-01  1.00000000000000e-03  2.14285714285714e-01
-1.72857142857143e+02  3.17198688183122e-01  1.00000000000000e-03  2.85714285714286e-01
-1.71071428571429e+02  3.96498360228902e-01  1.00000000000000e-03  3.57142857142857e-01
-1.69285714285714e+02  4.75798032274682e-01  1.00000000000000e-03  4.03189910836621e-01
-1.67500000000000e+02  5.55097704320463e-01  1.00000000000000e-03  4.11164687928173e-01
-1.65714285714286e+02  6.34397376366244e-01  1.00000000000000e-03  4.19139465019724e-01
-1.63928571428571e+02  7.13697048412024e-01  1.00000000000000e-03  4.27114242111276e-01
-1.62142857142857e+02  7.92996720457804e-01  1.00000000000000e-03  4.35089019202828e-01
-1.60357142857143e+02  8.72296392503585e-01  1.00000000000000e-03  4.43063796294380e-01
-1.58571428571429e+02  9.51596064549365e-01  1.14596857819025e-02  4.39895757634653e-01
-1.56785714285714e+02  1.03089573659515e+00  4.67049318097644e-02  4.33942015037106e-01
-1.55000000000000e+02  1.11019540864093e+00  8.41390733475171e-02  4.27988272439560e-01
-1.50357142857143e+02  1.00772233360277e+00  1.90701247194273e-01  4.12508541685939e-01
-1.45714285714286e+02  9.30177058716335e-01  3.08459446087933e-01  3.84509421439586e-01
-1.41071428571429e+02  8.64104335067167e-01  4.34498293363071e-01  3.55467018735507e-01
-1.36428571428571e+02  8.01779772650327e-01  5.65706992613965e-01  3.46031429689199e-01
-1.31785714285714e+02  7.38625865289574e-01  6.98859592669927e-01  3.42477884740223e-01
-1.27142857142857e+02  6.71989499297081e-01  8.30698137084786e-01  3.44666485109609e-01
-1.22500000000000e+02  6.00506143781834e-01  9.58016528119312e-01  3.50443926302973e-01
-1.17857142857143e+02  5.23739185548192e-01  1.07774291728563e+00  3.56762193756518e-01
-1.13214285714286e+02  4.41956450808681e-01  1.18701847388891e+00  3.63711425180273e-01
-1.08571428571429e+02  3.55978142501612e-01  1.28327047860709e+00  3.69424428923948e-01
-1.03928571428571e+02  2.67063094175145e-01  1.36427783848390e+00  3.72355920387443e-01
-9.92857142857143e+01  1.76816123914884e-01  1.42822731885670e+00  3.74162680967251e-01
-9.46428571428572e+01  8.71074942439462e-02  1.47375903147517e+00  3.69783421686784e-01
-9.00000000000000e+01  6.42939569552360e-17  1.50000000000000e+00  3.65404162406317e-01
-8.53571428571428e+01 -8.71074942439462e-02  1.47375903147517e+00  3.44764497814547e-01
-8.07142857142857e+01 -1.76816123914884e-01  1.42822731885670e+00  3.24124833222778e-01
-7.60714285714286e+01 -2.67063094175145e-01  1.36427783848390e+00  2.99641407875930e-01
-7.14285714285714e+01 -3.55978142501612e-01  1.28327047860709e+00  2.74459116937249e-01
-6.67857142857143e+01 -4.41956450808681e-01  1.18701847388891e+00  2.48416318003788e-01
-6.21428571428571e+01 -5.23739185548192e-01  1.07774291728563e+00  2.21991071072647e-01
-5.75000000000000e+01 -6.00506143781834e-01  9.58016528119312e-01  1.96333741535289e-01
-5.28571428571429e+01 -6.71989499297081e-01  8.30698137084786e-01  1.71334626906887e-01
-4.82142857142857e+01 -7.38625865289574e-01  6.98859592669927e-01  1.47188355125277e-01
-4.35714285714286e+01 -8.01779772650327e-01  5.65706992613965e-01  1.24406631898536e-01
-3.89285714285714e+01 -8.64104335067167e-01  4.34498293363071e-01  1.01130997482557e-01
-3.42857142857143e+01 -9.30177058716335e-01  3.08459446087933e-01  7.62089924357877e-02
-2.96428571428571e+01 -1.00772233360277e+00  1.90701247194273e-01  4.92791751091055e-02
-2.50000000000000e+01 -1.11019540864093e+00  8.41390733475172e-02 -1.74438957653030e-03
-2.38214285714286e+01 -1.11421843588640e+00  7.88413546930919e-02 -1.46965252274994e-02
-2.26428571428571e+01 -1.11824146313187e+00  7.35436360386665e-02 -2.76486608784685e-02
-2.14642857142857e+01 -1.12226449037735e+00  6.82459173842412e-02 -4.06007965294376e-02
-2.02857142857143e+01 -1.12628751762282e+00  6.29481987298159e-02 -5.35529321804066e-02
-1.91071428571429e+01 -1.13031054486830e+00  5.76504800753906e-02 -8.89379815996256e-02
-1.79285714285714e+01 -1.13433357211377e+00  5.23527614209652e-02 -1.31501563424684e-01
-1.67500000000000e+01 -1.13835659935924e+00  4.70550427665399e-02 -1.74065145249744e-01
-1.55714285714286e+01 -1.14237962660472e+00  4.17573241121146e-02 -2.16628727074802e-01
-1.43928571428571e+01 -1.14640265385019e+00  3.64596054576893e-02 -2.59192308899861e-01
-1.32142857142857e+01 -1.15042568109567e+00  3.11618868032640e-02 -3.01755890724920e-01
-1.20357142857143e+01 -1.15444870834114e+00  2.58641681488386e-02 -3.44319472549979e-01
-1.08571428571429e+01 -1.15847173558661e+00  2.05664494944133e-02 -3.86883054375038e-01
