! ------------ AirfoilInfo v1.00.x Input File ----------------------------------.
! Airfoil properties to be used with AeroDyn v15
! Generated from ...
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
"DEFAULT"     InterpOrd     ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1.0           NonDimArea    ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0             NumCoords     ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
1             NumTabs       ! Number of airfoil tables in this file. Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
9.8           Re            ! Reynolds number in millions
0             Ctrl          ! Control setting (must be 0 for current AirfoilInfo)
True          InclUAdata    ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-7.4869       alpha0        ! 0-lift angle of attack, depends on airfoil.
13.5458       alpha1        ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-10.5397      alpha2        ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1             eta_e         ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True.
6.3727        C_nalpha      ! Slope of the 2D normal force coefficient curve. (1/rad)
default       T_f0          ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
default       T_V0          ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. Default value= 6.
default       T_p           ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. Default =1.7.
default       T_VL          ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = [6; 13]; default value= 11]
default       b1            ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils.
default       b2            ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils.
default       b5            ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 5]
default       A1            ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils.
default       A2            ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils.
default       A5            ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0             S1            ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1;by definition it depends on the airfoil. [ignored if UAMod<>1]
0             S2            ! Constant in the f curve best-fit for AOA>alpha1;by definition it depends on the airfoil. [ignored if UAMod<>1]
0             S3            ! Constant in the f curve best-fit for alpha2<=AOA<alpha0;by definition it depends on the airfoil. [ignored if UAMod<>1]
0             S4            ! Constant in the f curve best-fit for AOA<alpha2;by definition it depends on the airfoil. [ignored if UAMod<>1]
1.9933        Cn1           ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.1313       Cn2           ! As Cn1 for negative AOAs.
default       St_sh         ! Strouhal's shedding frequency constant. [default = 0.19]
0.0075        Cd0           ! 2D drag coefficient value at 0-lift.
-0.1614       Cm0           ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0             k0            ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25). [ignored if UAMod<>1]
0             k1            ! Constant in the \hat(x)_cp curve best-fit. [ignored if UAMod<>1]
0             k2            ! Constant in the \hat(x)_cp curve best-fit. [ignored if UAMod<>1]
0             k3            ! Constant in the \hat(x)_cp curve best-fit. [ignored if UAMod<>1]
0             k1_hat        ! Constant in the expression of Cc due to leading edge vortex effects. [ignored if UAMod<>1]
default       x_cp_bar      ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
default       UACutout      ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
default       filtCutOff    ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
166           NumAlf        ! Number of data lines in the following table
! Alpha           Cl              Cd              Cm             
! (deg)           (-)             (-)             (-)            
-1.80000000e+02	 0.00000000e+00	 1.00000000e-03	 0.00000000e+00
-1.78214290e+02	 8.47200000e-02	 1.00000000e-03	 7.14300000e-02
-1.76428570e+02	 1.69450000e-01	 1.00000000e-03	 1.42860000e-01
-1.74642860e+02	 2.54170000e-01	 1.00000000e-03	 2.14290000e-01
-1.72857140e+02	 3.38900000e-01	 1.00000000e-03	 2.85710000e-01
-1.71071430e+02	 4.23620000e-01	 1.00000000e-03	 3.57140000e-01
-1.69285710e+02	 5.08350000e-01	 1.00000000e-03	 4.20830000e-01
-1.67500000e+02	 5.93070000e-01	 1.00000000e-03	 4.72920000e-01
-1.65714290e+02	 6.77800000e-01	 1.00000000e-03	 5.25000000e-01
-1.63928570e+02	 7.62520000e-01	 1.00000000e-03	 5.77080000e-01
-1.62142860e+02	 8.47250000e-01	 1.00000000e-03	 6.29160000e-01
-1.60357140e+02	 9.31970000e-01	 2.93700000e-02	 6.81240000e-01
-1.58571430e+02	 1.01670000e+00	 6.17100000e-02	 6.84690000e-01
-1.56785710e+02	 1.10142000e+00	 9.63200000e-02	 6.75980000e-01
-1.55000000e+02	 1.18615000e+00	 1.33060000e-01	 6.67260000e-01
-1.50357140e+02	 1.06741000e+00	 2.37620000e-01	 6.44610000e-01
-1.45714290e+02	 9.77530000e-01	 3.53060000e-01	 6.06870000e-01
-1.41071430e+02	 9.01740000e-01	 4.76490000e-01	 5.67880000e-01
-1.36428570e+02	 8.31540000e-01	 6.04820000e-01	 5.52090000e-01
-1.31785710e+02	 7.61900000e-01	 7.34830000e-01	 5.43260000e-01
-1.27142860e+02	 6.89860000e-01	 8.63290000e-01	 5.41170000e-01
-1.22500000e+02	 6.13880000e-01	 9.87020000e-01	 5.43280000e-01
-1.17857140e+02	 5.33390000e-01	 1.10297000e+00	 5.46170000e-01
-1.13214290e+02	 4.48560000e-01	 1.20830000e+00	 5.49970000e-01
-1.08571430e+02	 3.60160000e-01	 1.30046000e+00	 5.52570000e-01
-1.03928570e+02	 2.69400000e-01	 1.37727000e+00	 5.52460000e-01
-9.92857100e+01	 1.77850000e-01	 1.43694000e+00	 5.51230000e-01
-9.46428600e+01	 8.73600000e-02	 1.47813000e+00	 5.43830000e-01
-9.00000000e+01	 0.00000000e+00	 1.50000000e+00	 5.36430000e-01
-8.53571400e+01	-8.73600000e-02	 1.47813000e+00	 5.14960000e-01
-8.07142900e+01	-1.77850000e-01	 1.43694000e+00	 4.93490000e-01
-7.60714300e+01	-2.69400000e-01	 1.37727000e+00	 4.68190000e-01
-7.14285700e+01	-3.60160000e-01	 1.30046000e+00	 4.42190000e-01
-6.67857100e+01	-4.48560000e-01	 1.20830000e+00	 4.15330000e-01
-6.21428600e+01	-5.33390000e-01	 1.10297000e+00	 3.88080000e-01
-5.75000000e+01	-6.13880000e-01	 9.87020000e-01	 3.61460000e-01
-5.28571400e+01	-6.89860000e-01	 8.63290000e-01	 3.35390000e-01
-4.82142900e+01	-7.61900000e-01	 7.34830000e-01	 3.09780000e-01
-4.35714300e+01	-8.31540000e-01	 6.04820000e-01	 2.84930000e-01
-3.89285700e+01	-9.01740000e-01	 4.76490000e-01	 2.58860000e-01
-3.42857100e+01	-9.77530000e-01	 3.53060000e-01	 2.28680000e-01
-2.96428600e+01	-1.06741000e+00	 2.37620000e-01	 1.96770000e-01
-2.50000000e+01	-1.18615000e+00	 1.33060000e-01	 1.44110000e-01
-2.38571400e+01	-1.11518000e+00	 1.24220000e-01	 1.31150000e-01
-2.27142900e+01	-1.04421000e+00	 1.15370000e-01	 1.18190000e-01
-2.15714300e+01	-9.73250000e-01	 1.06520000e-01	 1.05220000e-01
-2.04285700e+01	-9.02280000e-01	 9.76700000e-02	 9.22600000e-02
-1.92857100e+01	-8.31320000e-01	 8.88200000e-02	 8.46200000e-02
-1.81428600e+01	-7.60350000e-01	 7.99700000e-02	 8.01900000e-02
-1.70000000e+01	-6.89380000e-01	 7.11300000e-02	 7.57500000e-02
-1.58571400e+01	-6.18420000e-01	 6.22800000e-02	 7.13100000e-02
-1.47142900e+01	-5.47450000e-01	 5.34300000e-02	 6.68700000e-02
-1.35714300e+01	-4.76480000e-01	 4.45800000e-02	 6.24300000e-02
-1.24285700e+01	-4.05520000e-01	 3.57300000e-02	 5.79900000e-02
-1.12857100e+01	-3.34550000e-01	 2.68900000e-02	 5.35500000e-02
-9.00000000e+00	-1.92620000e-01	 9.19000000e-03	-1.55200000e-01
-8.50000000e+00	-1.27560000e-01	 8.44000000e-03	-1.57800000e-01
-8.00000000e+00	-6.43600000e-02	 8.00000000e-03	-1.59600000e-01
-7.50000000e+00	-1.60000000e-03	 7.51000000e-03	-1.61400000e-01
